opportunity number,field / event,Old value,New Value,edit date
OPP-HIST-00647,Next Steps,POC run,POC run - pending,2024-05-28
OPP-HIST-00647,Next Steps,POC run - pending,Implementation plan,2024-06-10
OPP-HIST-00647,Next Steps,Implementation plan,Implementation plan (no change),2024-06-30
OPP-HIST-00647,Next Steps,Implementation plan (no change),Implementation plan (no change) - update,2024-08-08
OPP-HIST-00647,Next Steps,Implementation plan (no change) - update,Implementation plan (no change) - update (no change),2024-09-08
OPP-HIST-00648,Next Steps,,Proposal review,2025-01-02
OPP-HIST-00649,Next Steps,,Implementation plan,2024-03-04
OPP-HIST-00649,Next Steps,Implementation plan,Implementation plan - pending,2024-03-18
OPP-HIST-00650,Next Steps,POC run,POC run - minor,2024-05-28
OPP-HIST-00650,Next Steps,POC run - minor,Deep dive,2024-06-12
OPP-HIST-00650,Next Steps,Deep dive,Deep dive - minor,2024-07-19
OPP-HIST-00651,Next Steps,POC run,Proposal review,2025-03-02
OPP-HIST-00651,Next Steps,Proposal review,Proposal review - minor,2025-04-04
OPP-HIST-00651,Next Steps,Proposal review - minor,Deep dive,2025-04-10
OPP-HIST-00652,Next Steps,Proposal review,POC run,2025-06-23
OPP-HIST-00652,Next Steps,POC run,Procurement alignment,2025-07-03
OPP-HIST-00652,Next Steps,Procurement alignment,POC run,2025-07-09
OPP-HIST-00652,Next Steps,POC run,Proposal review,2025-08-18
OPP-HIST-00652,Next Steps,Proposal review,Proposal review - follow up,2025-08-31
OPP-HIST-00653,Next Steps,POC run,Exec sponsor confirm,2023-11-28
OPP-HIST-00654,Next Steps,Exec sponsor confirm,Exec sponsor confirm - follow up,2023-12-31
OPP-HIST-00654,Next Steps,Exec sponsor confirm - follow up,Exec sponsor confirm - follow up - follow up,2024-01-04
OPP-HIST-00656,Next Steps,Procurement alignment,Procurement alignment - follow up,2024-05-02
OPP-HIST-00656,Next Steps,Procurement alignment - follow up,Procurement alignment - follow up - minor,2024-05-20
OPP-HIST-00656,Next Steps,Procurement alignment - follow up - minor,Procurement alignment,2024-05-29
OPP-HIST-00656,Next Steps,Procurement alignment,Exec sponsor confirm,2024-06-05
OPP-HIST-00656,Next Steps,Exec sponsor confirm,Exec sponsor confirm - follow up,2024-06-16
OPP-HIST-00657,Next Steps,POC run,Proposal review,2024-05-25
OPP-HIST-00657,Next Steps,Proposal review,Implementation plan,2024-06-20
OPP-HIST-00657,Next Steps,Implementation plan,Implementation plan - follow up,2024-06-26
OPP-HIST-00658,Next Steps,Procurement alignment,Procurement alignment - follow up,2024-10-26
OPP-HIST-00658,Next Steps,Procurement alignment - follow up,Procurement alignment - follow up - pending,2024-11-06
OPP-HIST-00658,Next Steps,Procurement alignment - follow up - pending,Exec sponsor confirm,2024-11-10
OPP-HIST-00658,Next Steps,Exec sponsor confirm,POC run,2024-11-23
OPP-HIST-00659,Next Steps,Procurement alignment,Procurement alignment - update,2023-12-06
OPP-HIST-00659,Next Steps,Procurement alignment - update,Procurement alignment - update - update,2024-01-08
OPP-HIST-00659,Next Steps,Procurement alignment - update - update,Procurement alignment - update - update (no change),2024-02-07
OPP-HIST-00660,Next Steps,POC run,POC run - pending,2023-10-20
OPP-HIST-00660,Next Steps,POC run - pending,POC run - pending (no change),2023-11-12
OPP-HIST-00660,Next Steps,POC run - pending (no change),POC run - pending (no change) - update,2023-11-27
OPP-HIST-00660,Next Steps,POC run - pending (no change) - update,Exec sponsor confirm,2023-12-26
OPP-HIST-00661,Next Steps,,Deep dive,2025-07-02
OPP-HIST-00662,Next Steps,Exec sponsor confirm,Exec sponsor confirm (no change),2025-03-22
OPP-HIST-00662,Next Steps,Exec sponsor confirm (no change),Exec sponsor confirm (no change) (no change),2025-04-19
OPP-HIST-00662,Next Steps,Exec sponsor confirm (no change) (no change),Exec sponsor confirm (no change) (no change) (no change),2025-05-04
OPP-HIST-00663,Next Steps,Exec sponsor confirm,Exec sponsor confirm - follow up,2024-04-08
OPP-HIST-00663,Next Steps,Exec sponsor confirm - follow up,Exec sponsor confirm - follow up (no change),2024-05-18
OPP-HIST-00663,Next Steps,Exec sponsor confirm - follow up (no change),Procurement alignment,2024-05-24
OPP-HIST-00665,Next Steps,Exec sponsor confirm,Exec sponsor confirm,2024-04-20
OPP-HIST-00665,Next Steps,Exec sponsor confirm,POC run,2024-05-13
OPP-HIST-00666,Next Steps,,Proposal review,2025-04-14
OPP-HIST-00666,Next Steps,Proposal review,Proposal review - minor,2025-04-18
OPP-HIST-00667,Next Steps,,Procurement alignment,2024-01-21
OPP-HIST-00668,Next Steps,,POC run,2024-05-20
OPP-HIST-00668,Next Steps,POC run,Procurement alignment,2024-06-12
OPP-HIST-00668,Next Steps,Procurement alignment,Procurement alignment - update,2024-07-01
OPP-HIST-00668,Next Steps,Procurement alignment - update,Procurement alignment - update - pending,2024-08-02
OPP-HIST-00669,Next Steps,Proposal review,Proposal review - update,2024-04-06
OPP-HIST-00670,Next Steps,POC run,POC run - update,2023-11-09
OPP-HIST-00670,Next Steps,POC run - update,POC run - update - minor,2023-11-24
OPP-HIST-00670,Next Steps,POC run - update - minor,Exec sponsor confirm,2023-12-20
OPP-HIST-00670,Next Steps,Exec sponsor confirm,Implementation plan,2024-01-04
OPP-HIST-00673,Next Steps,Exec sponsor confirm,Exec sponsor confirm (no change),2024-02-28
OPP-HIST-00673,Next Steps,Exec sponsor confirm (no change),Exec sponsor confirm (no change) - follow up,2024-03-04
OPP-HIST-00673,Next Steps,Exec sponsor confirm (no change) - follow up,Exec sponsor confirm (no change) - follow up - update,2024-03-18
OPP-HIST-00674,Next Steps,Proposal review,Proposal review (no change),2024-01-19
OPP-HIST-00674,Next Steps,Proposal review (no change),Implementation plan,2024-02-17
OPP-HIST-00674,Next Steps,Implementation plan,Proposal review,2024-03-10
OPP-HIST-00674,Next Steps,Proposal review,Implementation plan,2024-03-28
OPP-HIST-00674,Next Steps,Implementation plan,Proposal review,2024-03-27
OPP-HIST-00675,Next Steps,Procurement alignment,Deep dive,2023-12-05
OPP-HIST-00675,Next Steps,Deep dive,POC run,2023-12-22
OPP-HIST-00677,Next Steps,POC run,POC run - minor,2024-04-06
OPP-HIST-00679,Next Steps,Procurement alignment,Procurement alignment (no change),2024-11-30
OPP-HIST-00679,Next Steps,Procurement alignment (no change),Procurement alignment (no change) - minor,2025-01-05
OPP-HIST-00679,Next Steps,Procurement alignment (no change) - minor,Procurement alignment (no change) - minor - minor,2025-02-07
OPP-HIST-00679,Next Steps,Procurement alignment (no change) - minor - minor,Procurement alignment (no change) - minor - minor (no change),2025-02-20
OPP-HIST-00679,Next Steps,Procurement alignment (no change) - minor - minor (no change),Procurement alignment (no change) - minor - minor (no change) - update,2025-02-20
OPP-HIST-00680,Next Steps,Proposal review,Proposal review (no change),2025-04-20
OPP-HIST-00680,Next Steps,Proposal review (no change),Deep dive,2025-05-11
OPP-HIST-00680,Next Steps,Deep dive,Deep dive - follow up,2025-05-28
OPP-HIST-00680,Next Steps,Deep dive - follow up,Deep dive - follow up (no change),2025-06-04
OPP-HIST-00680,Next Steps,Deep dive - follow up (no change),Procurement alignment,2025-06-28
OPP-HIST-00681,Next Steps,Implementation plan,Implementation plan - pending,2024-04-15
OPP-HIST-00682,Next Steps,,Procurement alignment,2025-01-30
OPP-HIST-00682,Next Steps,Procurement alignment,Procurement alignment - pending,2025-02-09
OPP-HIST-00683,Next Steps,POC run,POC run - pending,2024-03-08
OPP-HIST-00685,Next Steps,,Proposal review,2023-12-09
OPP-HIST-00686,Next Steps,Implementation plan,Implementation plan - minor,2025-04-08
OPP-HIST-00686,Next Steps,Implementation plan - minor,Implementation plan - minor (no change),2025-04-14
OPP-HIST-00686,Next Steps,Implementation plan - minor (no change),Deep dive,2025-04-24
OPP-HIST-00686,Next Steps,Deep dive,Procurement alignment,2025-06-03
OPP-HIST-00688,Next Steps,Proposal review,POC run,2025-05-27
OPP-HIST-00688,Next Steps,POC run,POC run - update,2025-06-27
OPP-HIST-00688,Next Steps,POC run - update,Deep dive,2025-07-18
OPP-HIST-00689,Next Steps,Procurement alignment,Procurement alignment - minor,2023-11-27
OPP-HIST-00689,Next Steps,Procurement alignment - minor,Procurement alignment - minor - pending,2023-12-01
OPP-HIST-00689,Next Steps,Procurement alignment - minor - pending,Procurement alignment - minor - pending - follow up,2024-01-02
OPP-HIST-00689,Next Steps,Procurement alignment - minor - pending - follow up,Procurement alignment - minor - pending - follow up - follow up,2024-01-18
OPP-HIST-00691,Next Steps,Implementation plan,Deep dive,2025-04-01
OPP-HIST-00691,Next Steps,Deep dive,Procurement alignment,2025-04-09
OPP-HIST-00694,Next Steps,Deep dive,Deep dive - minor,2025-05-21
OPP-HIST-00694,Next Steps,Deep dive - minor,Deep dive - minor - minor,2025-06-22
OPP-HIST-00694,Next Steps,Deep dive - minor - minor,Implementation plan,2025-07-05
OPP-HIST-00695,Next Steps,Exec sponsor confirm,Exec sponsor confirm - update,2025-01-14
OPP-HIST-00695,Next Steps,Exec sponsor confirm - update,Exec sponsor confirm - update - follow up,2025-02-19
OPP-HIST-00695,Next Steps,Exec sponsor confirm - update - follow up,POC run,2025-03-16
OPP-HIST-00695,Next Steps,POC run,POC run - minor,2025-03-30
OPP-HIST-00696,Next Steps,Procurement alignment,Procurement alignment - update,2025-01-12
OPP-HIST-00696,Next Steps,Procurement alignment - update,Implementation plan,2025-02-17
OPP-HIST-00696,Next Steps,Implementation plan,Implementation plan - update,2025-03-06
OPP-HIST-00696,Next Steps,Implementation plan - update,Implementation plan - update - pending,2025-03-28
OPP-HIST-00696,Next Steps,Implementation plan - update - pending,POC run,2025-04-09
OPP-HIST-00697,Next Steps,Implementation plan,Exec sponsor confirm,2025-04-07
OPP-HIST-00697,Next Steps,Exec sponsor confirm,Exec sponsor confirm - pending,2025-04-26
OPP-HIST-00697,Next Steps,Exec sponsor confirm - pending,Exec sponsor confirm - pending - pending,2025-05-11
OPP-HIST-00697,Next Steps,Exec sponsor confirm - pending - pending,Exec sponsor confirm - pending - pending - pending,2025-05-16
OPP-HIST-00697,Next Steps,Exec sponsor confirm - pending - pending - pending,Proposal review,2025-06-17
OPP-HIST-00698,Next Steps,POC run,POC run - pending,2024-10-25
OPP-HIST-00698,Next Steps,POC run - pending,Proposal review,2024-11-27
OPP-HIST-00698,Next Steps,Proposal review,Deep dive,2024-12-25
OPP-HIST-00698,Next Steps,Deep dive,Deep dive (no change),2025-01-22
OPP-HIST-00699,Next Steps,,Exec sponsor confirm,2023-12-13
OPP-HIST-00699,Next Steps,Exec sponsor confirm,Exec sponsor confirm - minor,2024-01-22
OPP-HIST-00699,Next Steps,Exec sponsor confirm - minor,Exec sponsor confirm - minor (no change),2024-02-06
OPP-HIST-00699,Next Steps,Exec sponsor confirm - minor (no change),Exec sponsor confirm - minor (no change) - pending,2024-02-08
OPP-HIST-00700,Next Steps,Proposal review,Proposal review (no change),2024-05-25
OPP-HIST-00700,Next Steps,Proposal review (no change),Implementation plan,2024-06-08
OPP-HIST-00700,Next Steps,Implementation plan,Exec sponsor confirm,2024-06-16
OPP-HIST-00701,Next Steps,POC run,POC run - minor,2024-12-31
OPP-HIST-00703,Next Steps,Proposal review,Proposal review - update,2025-03-16
OPP-HIST-00706,Next Steps,POC run,POC run - follow up,2025-02-17
OPP-HIST-00706,Next Steps,POC run - follow up,Implementation plan,2025-03-05
OPP-HIST-00706,Next Steps,Implementation plan,Implementation plan (no change),2025-04-14
OPP-HIST-00706,Next Steps,Implementation plan (no change),Deep dive,2025-05-01
OPP-HIST-00706,Next Steps,Deep dive,Procurement alignment,2025-05-02
OPP-HIST-00707,Next Steps,Implementation plan,Implementation plan (no change),2025-01-02
OPP-HIST-00707,Next Steps,Implementation plan (no change),POC run,2025-02-06
OPP-HIST-00707,Next Steps,POC run,Proposal review,2025-02-24
OPP-HIST-00707,Next Steps,Proposal review,Proposal review,2025-02-24
OPP-HIST-00709,Next Steps,,Deep dive,2024-02-09
OPP-HIST-00709,Next Steps,Deep dive,Deep dive - follow up,2024-02-25
OPP-HIST-00709,Next Steps,Deep dive - follow up,Procurement alignment,2024-03-30
OPP-HIST-00709,Next Steps,Procurement alignment,POC run,2024-04-29
OPP-HIST-00710,Next Steps,Exec sponsor confirm,Exec sponsor confirm (no change),2024-06-12
OPP-HIST-00712,Next Steps,Deep dive,Implementation plan,2025-04-19
OPP-HIST-00712,Next Steps,Implementation plan,Implementation plan,2025-05-25
OPP-HIST-00712,Next Steps,Implementation plan,Proposal review,2025-07-04
OPP-HIST-00713,Next Steps,POC run,POC run - follow up,2024-02-10
OPP-HIST-00713,Next Steps,POC run - follow up,POC run - follow up - update,2024-03-19
OPP-HIST-00713,Next Steps,POC run - follow up - update,POC run,2024-03-24
OPP-HIST-00714,Next Steps,POC run,POC run,2024-06-24
OPP-HIST-00714,Next Steps,POC run,Implementation plan,2024-07-03
OPP-HIST-00714,Next Steps,Implementation plan,Implementation plan (no change),2024-08-03
OPP-HIST-00715,Next Steps,Proposal review,Proposal review - minor,2024-03-10
OPP-HIST-00716,Next Steps,Procurement alignment,Proposal review,2025-04-26
OPP-HIST-00716,Next Steps,Proposal review,Proposal review (no change),2025-04-30
OPP-HIST-00716,Next Steps,Proposal review (no change),Proposal review (no change) - pending,2025-06-07
OPP-HIST-00716,Next Steps,Proposal review (no change) - pending,Proposal review (no change) - pending - follow up,2025-07-07
OPP-HIST-00718,Next Steps,Exec sponsor confirm,Exec sponsor confirm - pending,2025-01-06
OPP-HIST-00719,Next Steps,Procurement alignment,Deep dive,2024-05-02
OPP-HIST-00719,Next Steps,Deep dive,Deep dive - follow up,2024-05-31
OPP-HIST-00719,Next Steps,Deep dive - follow up,Deep dive - follow up - follow up,2024-06-28
OPP-HIST-00719,Next Steps,Deep dive - follow up - follow up,Deep dive - follow up - follow up - follow up,2024-07-12
OPP-HIST-00719,Next Steps,Deep dive - follow up - follow up - follow up,Deep dive - follow up - follow up - follow up - pending,2024-07-10
OPP-HIST-00720,Next Steps,,Procurement alignment,2025-01-19
OPP-HIST-00720,Next Steps,Procurement alignment,Procurement alignment - follow up,2025-02-22
OPP-HIST-00720,Next Steps,Procurement alignment - follow up,Procurement alignment - follow up - minor,2025-02-26
OPP-HIST-00720,Next Steps,Procurement alignment - follow up - minor,Exec sponsor confirm,2025-03-02
OPP-HIST-00720,Next Steps,Exec sponsor confirm,Exec sponsor confirm - pending,2025-04-05
OPP-HIST-00722,Next Steps,Exec sponsor confirm,Exec sponsor confirm - pending,2023-12-21
OPP-HIST-00722,Next Steps,Exec sponsor confirm - pending,Exec sponsor confirm - pending (no change),2024-01-01
OPP-HIST-00722,Next Steps,Exec sponsor confirm - pending (no change),Implementation plan,2024-02-04
OPP-HIST-00722,Next Steps,Implementation plan,Proposal review,2024-02-03
OPP-HIST-00722,Next Steps,Proposal review,Exec sponsor confirm,2024-02-03
OPP-HIST-00723,Next Steps,Procurement alignment,Procurement alignment - follow up,2025-06-02
OPP-HIST-00723,Next Steps,Procurement alignment - follow up,Procurement alignment,2025-06-13
OPP-HIST-00723,Next Steps,Procurement alignment,Proposal review,2025-06-21
OPP-HIST-00723,Next Steps,Proposal review,Proposal review - pending,2025-07-22
OPP-HIST-00724,Next Steps,Exec sponsor confirm,Exec sponsor confirm - update,2025-05-16
OPP-HIST-00724,Next Steps,Exec sponsor confirm - update,Exec sponsor confirm - update - follow up,2025-06-12
OPP-HIST-00724,Next Steps,Exec sponsor confirm - update - follow up,Exec sponsor confirm - update - follow up - follow up,2025-06-28
OPP-HIST-00725,Next Steps,Exec sponsor confirm,Exec sponsor confirm - update,2025-03-19
OPP-HIST-00726,Next Steps,Proposal review,Proposal review - update,2025-06-04
OPP-HIST-00728,Next Steps,Procurement alignment,Procurement alignment - update,2025-04-28
OPP-HIST-00729,Next Steps,POC run,Procurement alignment,2023-12-31
OPP-HIST-00729,Next Steps,Procurement alignment,Procurement alignment - follow up,2024-01-27
OPP-HIST-00729,Next Steps,Procurement alignment - follow up,Procurement alignment - follow up - update,2024-02-26
OPP-HIST-00729,Next Steps,Procurement alignment - follow up - update,Procurement alignment - follow up - update - minor,2024-02-25
OPP-HIST-00730,Next Steps,,POC run,2024-05-07
OPP-HIST-00730,Next Steps,POC run,POC run - update,2024-06-12
OPP-HIST-00730,Next Steps,POC run - update,Proposal review,2024-07-12
OPP-HIST-00731,Next Steps,,Exec sponsor confirm,2023-11-20
OPP-HIST-00731,Next Steps,Exec sponsor confirm,Exec sponsor confirm - update,2023-12-14
OPP-HIST-00731,Next Steps,Exec sponsor confirm - update,POC run,2024-01-11
OPP-HIST-00732,Next Steps,POC run,POC run - minor,2024-11-13
OPP-HIST-00732,Next Steps,POC run - minor,POC run - minor - update,2024-11-19
OPP-HIST-00733,Next Steps,Implementation plan,Procurement alignment,2025-03-07
OPP-HIST-00733,Next Steps,Procurement alignment,Procurement alignment - follow up,2025-04-13
OPP-HIST-00733,Next Steps,Procurement alignment - follow up,Procurement alignment - follow up - minor,2025-05-18
OPP-HIST-00733,Next Steps,Procurement alignment - follow up - minor,Procurement alignment - follow up - minor - update,2025-05-29
